sentence_id,audio_file_name,audio_absolute_path,audio_created_at,current_english_sentence,current_persian_translation,stored_audio_source_text,historical_source_text,evidence_method,historical_candidate_count,snapshot_commit,snapshot_created_at,snapshot_delay_minutes,local_sentence_url,priority,review_status,qa_score
1817,s__1817__sentence_en_meaning_fa__1775591806900.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1817__sentence_en_meaning_fa__1775591806900.mp3,2026-04-07T19:56:46.900Z,The university granted her a full scholarship.,دانشگاه به او یک بورسیهٔ کامل اعطا کردن کرد.,دانشگاه به او یک بورسیهٔ کامل اعطا کردن کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1817,3,unresolved_historical_source,9
1818,s__1818__sentence_en_meaning_fa__1775591807182.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1818__sentence_en_meaning_fa__1775591807182.mp3,2026-04-07T19:56:47.182Z,I grant that your point makes sense in this case.,می‌پذیرم که نکتهٔ تو در این مورد منطقی است.,می‌پذیرم که نکتهٔ تو در این مورد منطقی است.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1818,3,unresolved_historical_source,9
1819,s__1819__sentence_en_meaning_fa__1775591807547.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1819__sentence_en_meaning_fa__1775591807547.mp3,2026-04-07T19:56:47.547Z,He received a grant to support his research project.,او یک کمک هزینه برای حمایت از پروژهٔ تحقیقاتی خود دریافت کرد.,او یک کمک هزینه برای حمایت از پروژهٔ تحقیقاتی خود دریافت کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1819,3,unresolved_historical_source,9
1820,s__1820__sentence_en_meaning_fa__1775591807918.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1820__sentence_en_meaning_fa__1775591807918.mp3,2026-04-07T19:56:47.918Z,They compromised after hours of negotiation.,آن‌ها بعد از ساعت‌ها مذاکره سازش کردن کردند.,آن‌ها بعد از ساعت‌ها مذاکره سازش کردن کردند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1820,3,unresolved_historical_source,9
1821,s__1821__sentence_en_meaning_fa__1775591808390.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1821__sentence_en_meaning_fa__1775591808390.mp3,2026-04-07T19:56:48.390Z,Sharing your password can compromise your account security.,به اشتراک گذاشتن رمز عبور می‌تواند امنیت حساب تو را به خطر انداختن کند.,به اشتراک گذاشتن رمز عبور می‌تواند امنیت حساب تو را به خطر انداختن کند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1821,3,unresolved_historical_source,9
1822,s__1822__sentence_en_meaning_fa__1775591808870.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1822__sentence_en_meaning_fa__1775591808870.mp3,2026-04-07T19:56:48.870Z,Our homeroom meets every morning before classes begin.,کلاس درس ما هر صبح قبل از شروع کلاس‌ها برگزار می‌شود.,کلاس درس ما هر صبح قبل از شروع کلاس‌ها برگزار می‌شود.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1822,3,unresolved_historical_source,9
1823,s__1823__sentence_en_meaning_fa__1775591809230.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1823__sentence_en_meaning_fa__1775591809230.mp3,2026-04-07T19:56:49.230Z,The knife is dull and won't cut the vegetables properly.,چاقو کند است و سبزیجات را درست نمی‌بُرد.,چاقو کند است و سبزیجات را درست نمی‌بُرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1823,3,unresolved_historical_source,9
1824,s__1824__sentence_en_meaning_fa__1775591809478.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1824__sentence_en_meaning_fa__1775591809478.mp3,2026-04-07T19:56:49.478Z,She has an entrepreneurial mindset and starts new projects often.,او ذهنیتی کارآفرینانه دارد و اغلب پروژه‌های جدید شروع می‌کند.,او ذهنیتی کارآفرینانه دارد و اغلب پروژه‌های جدید شروع می‌کند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.2,http://localhost:3000/words/tables/sentences?ids=1824,3,unresolved_historical_source,9
1825,s__1825__sentence_en_meaning_fa__1775591809903.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1825__sentence_en_meaning_fa__1775591809903.mp3,2026-04-07T19:56:49.903Z,He studied entrepreneurship to learn how to launch startups.,او کارآفرینی را برای یادگیری راه‌اندازی استارتاپ‌ها مطالعه کرد.,او کارآفرینی را برای یادگیری راه‌اندازی استارتاپ‌ها مطالعه کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1825,3,unresolved_historical_source,9
1826,s__1826__sentence_en_meaning_fa__1775591810296.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1826__sentence_en_meaning_fa__1775591810296.mp3,2026-04-07T19:56:50.296Z,She traveled to Geneva for an international conference.,او برای یک کنفرانس بین‌المللی به ژنو سفر کرد.,او برای یک کنفرانس بین‌المللی به ژنو سفر کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1826,3,unresolved_historical_source,9
1827,s__1827__sentence_en_meaning_fa__1775591810651.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1827__sentence_en_meaning_fa__1775591810651.mp3,2026-04-07T19:56:50.651Z,This tool is versatile and works for many different tasks.,این ابزار چندکاره است و برای وظایف مختلف کار می‌کند.,این ابزار چندکاره است و برای وظایف مختلف کار می‌کند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1827,3,unresolved_historical_source,9
1828,s__1828__sentence_en_meaning_fa__1775591810964.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1828__sentence_en_meaning_fa__1775591810964.mp3,2026-04-07T19:56:50.964Z,The company has a cosmopolitan team from many countries.,شرکت یک تیم چندملیتی از کشورهای مختلف دارد.,شرکت یک تیم چندملیتی از کشورهای مختلف دارد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1828,3,unresolved_historical_source,9
1829,s__1829__sentence_en_meaning_fa__1775591811357.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1829__sentence_en_meaning_fa__1775591811357.mp3,2026-04-07T19:56:51.357Z,Her outlook on life changed after the experience.,دیدگاه او نسبت به زندگی بعد از آن تجربه تغییر کرد.,دیدگاه او نسبت به زندگی بعد از آن تجربه تغییر کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1829,3,unresolved_historical_source,9
1830,s__1830__sentence_en_meaning_fa__1775591811644.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1830__sentence_en_meaning_fa__1775591811644.mp3,2026-04-07T19:56:51.644Z,The economic outlook for next year seems uncertain.,چشم انداز اقتصادی برای سال آینده نامطمئن به نظر می‌رسد.,چشم انداز اقتصادی برای سال آینده نامطمئن به نظر می‌رسد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1830,3,unresolved_historical_source,9
1831,s__1831__sentence_en_meaning_fa__1775591811968.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1831__sentence_en_meaning_fa__1775591811968.mp3,2026-04-07T19:56:51.968Z,The house has a beautiful outlook over the lake.,خانه منظرهٔ زیبایی به دریاچه دارد.,خانه منظرهٔ زیبایی به دریاچه دارد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1831,3,unresolved_historical_source,9
1833,s__1833__sentence_en_meaning_fa__1775591812571.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1833__sentence_en_meaning_fa__1775591812571.mp3,2026-04-07T19:56:52.571Z,The child's development is closely monitored by doctors.,روند رشد کودک توسط پزشکان به‌دقت بررسی می‌شود.,روند رشد کودک توسط پزشکان به‌دقت بررسی می‌شود.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1833,3,unresolved_historical_source,9
1834,s__1834__sentence_en_meaning_fa__1775591812879.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1834__sentence_en_meaning_fa__1775591812879.mp3,2026-04-07T19:56:52.879Z,She laid a blanket across the back of the couch.,او یک پتو را روی پشتی مبل پهن کردن چیزی کرد.,او یک پتو را روی پشتی مبل پهن کردن چیزی کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1834,3,unresolved_historical_source,9
1835,s__1835__sentence_en_meaning_fa__1775591813222.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1835__sentence_en_meaning_fa__1775591813222.mp3,2026-04-07T19:56:53.222Z,He wore a warm pullover on the chilly evening.,او در عصر سرد یک پلیور گرم پوشید.,او در عصر سرد یک پلیور گرم پوشید.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1835,3,unresolved_historical_source,9
1836,s__1836__sentence_en_meaning_fa__1775591813581.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1836__sentence_en_meaning_fa__1775591813581.mp3,2026-04-07T19:56:53.581Z,The officer asked him to pull over to the side of the road.,افسر از او خواست خودرو را به کنار زدن خودرو به کنار جاده ببرد.,افسر از او خواست خودرو را به کنار زدن خودرو به کنار جاده ببرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1836,3,unresolved_historical_source,9
1837,s__1837__sentence_en_meaning_fa__1775591813891.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1837__sentence_en_meaning_fa__1775591813891.mp3,2026-04-07T19:56:53.891Z,What does this word mean in English?,این کلمه در انگلیسی معنی دادن چیست؟,این کلمه در انگلیسی معنی دادن چیست؟,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1837,3,unresolved_historical_source,9
1839,s__1839__sentence_en_meaning_fa__1775591814449.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1839__sentence_en_meaning_fa__1775591814449.mp3,2026-04-07T19:56:54.449Z,He was mean to his classmates during school.,او در مدرسه با همکلاسی‌هایش بدجنس بود.,او در مدرسه با همکلاسی‌هایش بدجنس بود.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1839,3,unresolved_historical_source,9
1840,s__1840__sentence_en_meaning_fa__1775591814752.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1840__sentence_en_meaning_fa__1775591814752.mp3,2026-04-07T19:56:54.752Z,The mean of these numbers is ten.,میانگین این اعداد ده است.,میانگین این اعداد ده است.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1840,3,unresolved_historical_source,9
1841,s__1841__sentence_en_meaning_fa__1775591814985.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1841__sentence_en_meaning_fa__1775591814985.mp3,2026-04-07T19:56:54.985Z,We came up against unexpected problems during the project.,ما در طول پروژه با مشکلات غیرمنتظره مواجه شدن با شدیم.,ما در طول پروژه با مشکلات غیرمنتظره مواجه شدن با شدیم.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44.1,http://localhost:3000/words/tables/sentences?ids=1841,3,unresolved_historical_source,9
1843,s__1843__sentence_en_meaning_fa__1775591815796.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1843__sentence_en_meaning_fa__1775591815796.mp3,2026-04-07T19:56:55.796Z,Leaves blocked the drain outside the house.,برگ‌ها فاضلاب بیرون خانه را مسدود کردند.,برگ‌ها فاضلاب بیرون خانه را مسدود کردند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1843,3,unresolved_historical_source,9
1844,s__1844__sentence_en_meaning_fa__1775591816074.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1844__sentence_en_meaning_fa__1775591816074.mp3,2026-04-07T19:56:56.074Z,He reluctantly relinquished control of the project.,او با بی‌میلی کنترل پروژه را واگذار کردن کرد.,او با بی‌میلی کنترل پروژه را واگذار کردن کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1844,3,unresolved_historical_source,9
1845,s__1845__sentence_en_meaning_fa__1775591816325.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1845__sentence_en_meaning_fa__1775591816325.mp3,2026-04-07T19:56:56.325Z,She refused to relinquish her rights despite pressure.,او با وجود فشار از حقوقش دست کشیدن از نکرد.,او با وجود فشار از حقوقش دست کشیدن از نکرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1845,3,unresolved_historical_source,9
