sentence_id,audio_file_name,audio_absolute_path,audio_created_at,current_english_sentence,current_persian_translation,stored_audio_source_text,historical_source_text,evidence_method,historical_candidate_count,snapshot_commit,snapshot_created_at,snapshot_delay_minutes,local_sentence_url,difference_percent,priority,risk_level,review_status,qa_score
199,s__199__sentence_en_meaning_fa__1770435176407.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__199__sentence_en_meaning_fa__1770435176407.mp3,2026-02-07T03:32:56.407Z,She rented a scooter to get around downtown.,او یک اسکوتر اجاره کرد تا در مرکز شهر رفت‌وآمد کند.,او یک اسکوتر اجاره کرد تا در مرکز شهر رفت‌وآمد کند.,او برای گشت‌وگذار در مرکز شهر یک اسکوتر کرایه کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.7,http://localhost:3000/words/tables/sentences?ids=199,69.2,1,very_high,historical_text_differs_from_current_text,9.2
267,s__267__sentence_en_meaning_fa__1770435184554.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__267__sentence_en_meaning_fa__1770435184554.mp3,2026-02-07T03:33:04.554Z,I used a calculator to double-check the total.,من از یک ماشین حساب برای دوباره بررسی کردن مجموع استفاده کردم.,من از یک ماشین حساب برای دوباره بررسی کردن مجموع استفاده کردم.,برای دوباره‌چک کردن جمع کل از ماشین حساب استفاده کردم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=267,68,1,very_high,historical_text_differs_from_current_text,9.2
216,s__216__sentence_en_meaning_fa__1770435178430.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__216__sentence_en_meaning_fa__1770435178430.mp3,2026-02-07T03:32:58.430Z,We rode in a balloon at sunrise.,ما در یک بالن در زمان طلوع سواری کردیم.,ما در یک بالن در زمان طلوع سواری کردیم.,ما موقع طلوع آفتاب با بالن پرواز کردیم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=216,67.7,1,very_high,historical_text_differs_from_current_text,9.2
224,s__224__sentence_en_meaning_fa__1770435179346.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__224__sentence_en_meaning_fa__1770435179346.mp3,2026-02-07T03:32:59.346Z,An ambulance arrived within minutes after the crash.,یک آمبولانس در عرض چند دقیقه بعد از تصادف رسید.,یک آمبولانس در عرض چند دقیقه بعد از تصادف رسید.,چند دقیقه بعد از تصادف یک آمبولانس رسید.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=224,67.6,1,very_high,historical_text_differs_from_current_text,9.2
272,s__272__sentence_en_meaning_fa__1770435185117.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__272__sentence_en_meaning_fa__1770435185117.mp3,2026-02-07T03:33:05.117Z,He fell asleep on the couch during the movie.,او روی کاناپه در طول فیلم به خواب رفتن.,او روی کاناپه در طول فیلم به خواب رفتن.,او وسط فیلم روی کاناپه خوابش برد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=272,66.7,1,very_high,historical_text_differs_from_current_text,9.2
287,s__287__sentence_en_meaning_fa__1770435186884.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__287__sentence_en_meaning_fa__1770435186884.mp3,2026-02-07T03:33:06.884Z,He wore a clean shirt to the interview.,او یک پیراهن تمیز برای مصاحبه پوشیدن.,او یک پیراهن تمیز برای مصاحبه پوشیدن.,او برای مصاحبه یک پیراهن تمیز پوشید.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=287,66.7,1,very_high,historical_text_differs_from_current_text,9.2
336,s__336__sentence_en_meaning_fa__1770435192700.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__336__sentence_en_meaning_fa__1770435192700.mp3,2026-02-07T03:33:12.700Z,My mobile phone ran out of battery again.,تلفن همراه من باز هم شارژش تمام شد.,تلفن همراه من باز هم شارژش تمام شد.,باتری گوشی دوباره تمام شد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=336,66.7,1,very_high,historical_text_differs_from_current_text,9.2
243,s__243__sentence_en_meaning_fa__1770435181725.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__243__sentence_en_meaning_fa__1770435181725.mp3,2026-02-07T03:33:01.725Z,She played a tune on her toy piano.,او یک آهنگ روی پیانوی اسباب‌بازی‌اش نواختن.,او یک آهنگ روی پیانوی اسباب‌بازی‌اش نواختن.,او روی پیانو یک آهنگ زد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=243,64.7,1,very_high,historical_text_differs_from_current_text,9.2
246,s__246__sentence_en_meaning_fa__1770435182079.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__246__sentence_en_meaning_fa__1770435182079.mp3,2026-02-07T03:33:02.079Z,She used a marker to label the boxes.,او از یک ماژیک برای برچسب زدن جعبه‌ها استفاده کرد.,او از یک ماژیک برای برچسب زدن جعبه‌ها استفاده کرد.,او با ماژیک جعبه‌ها را برچسب زد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=246,64.1,1,very_high,historical_text_differs_from_current_text,9.2
302,s__302__sentence_en_meaning_fa__1770435188769.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__302__sentence_en_meaning_fa__1770435188769.mp3,2026-02-07T03:33:08.769Z,He showed up in a black jumpsuit.,او با یک سرهمی سیاه ظاهر شد.,او با یک سرهمی سیاه ظاهر شد.,او با لباس سرهمی مشکی آمد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=302,61.9,1,very_high,historical_text_differs_from_current_text,9.2
232,s__232__sentence_en_meaning_fa__1770435180510.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__232__sentence_en_meaning_fa__1770435180510.mp3,2026-02-07T03:33:00.510Z,The spinning top wobbled and then fell over.,فرفره در حال چرخش تلوتلو خوردن و سپس افتاد.,فرفره در حال چرخش تلوتلو خوردن و سپس افتاد.,فرفره لق زد و بعد افتاد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=232,61.8,1,very_high,historical_text_differs_from_current_text,9.2
242,s__242__sentence_en_meaning_fa__1770435181621.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__242__sentence_en_meaning_fa__1770435181621.mp3,2026-02-07T03:33:01.621Z,The drummer hit the drum hard during the chorus.,نوازنده درام در بخش همخوانی محکم به طبل زد.,نوازنده درام در بخش همخوانی محکم به طبل زد.,درامر در بخش کُر طبل را محکم زد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=242,61.8,1,very_high,historical_text_differs_from_current_text,9.2
29,s__29__sentence_en_meaning_fa__1770435155542.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__29__sentence_en_meaning_fa__1770435155542.mp3,2026-02-07T03:32:35.542Z,He lay down on the bed to rest.,او روی تخت دراز کشید تا استراحت کند.,او روی تخت دراز کشید تا استراحت کند.,او برای استراحت روی تختخواب دراز کشید.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,95,http://localhost:3000/words/tables/sentences?ids=29,61.3,1,very_high,historical_text_differs_from_current_text,9.2
103,s__103__sentence_en_meaning_fa__1770435164894.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__103__sentence_en_meaning_fa__1770435164894.mp3,2026-02-07T03:32:44.894Z,I bought a simple candle holder for the patio.,من یک جا شمعی ساده برای حیاط خریدم.,من یک جا شمعی ساده برای حیاط خریدم.,من برای پاسیو یک جاشمعی ساده خریدم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=103,60.7,1,very_high,historical_text_differs_from_current_text,9.2
240,s__240__sentence_en_meaning_fa__1770435181409.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__240__sentence_en_meaning_fa__1770435181409.mp3,2026-02-07T03:33:01.409Z,The actor lifted the sword for the final scene.,بازیگر شمشیر را برای صحنه نهایی بلند کرد.,بازیگر شمشیر را برای صحنه نهایی بلند کرد.,بازیگر برای صحنه آخر شمشیر را بالا برد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=240,60.6,1,very_high,historical_text_differs_from_current_text,9.2
320,s__320__sentence_en_meaning_fa__1770435190849.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__320__sentence_en_meaning_fa__1770435190849.mp3,2026-02-07T03:33:10.849Z,He walked around the house in slippers.,او با دمپایی اطراف خانه راه رفت.,او با دمپایی اطراف خانه راه رفت.,او در خانه با دمپایی راه می‌رفت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=320,60,1,very_high,historical_text_differs_from_current_text,9.2
212,s__212__sentence_en_meaning_fa__1770435177962.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__212__sentence_en_meaning_fa__1770435177962.mp3,2026-02-07T03:32:57.962Z,The submarine surfaced briefly before diving again.,زیردریایی به سطح آمدن کوتاه قبل از اینکه دوباره غواصی کند.,زیردریایی به سطح آمدن کوتاه قبل از اینکه دوباره غواصی کند.,زیردریایی برای لحظه‌ای روی آب آمد و دوباره شیرجه زد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=212,59.6,1,very_high,historical_text_differs_from_current_text,9.2
104,s__104__sentence_en_meaning_fa__1770435165004.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__104__sentence_en_meaning_fa__1770435165004.mp3,2026-02-07T03:32:45.004Z,Tourists kept taking photos next to the statue.,گردشگرها ادامه دادن عکس گرفتن کنار مجسمه.,گردشگرها ادامه دادن عکس گرفتن کنار مجسمه.,گردشگرها مدام کنار مجسمه عکس می‌گرفتند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=104,58.8,1,very_high,historical_text_differs_from_current_text,9.2
140,s__140__sentence_en_meaning_fa__1770435169392.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__140__sentence_en_meaning_fa__1770435169392.mp3,2026-02-07T03:32:49.392Z,Grab a can of soda from the fridge.,یک قوطی نوشابه از یخچال بردار.,یک قوطی نوشابه از یخچال بردار.,از یخچال یک قوطی نوشابه بردار.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.8,http://localhost:3000/words/tables/sentences?ids=140,58.3,1,very_high,historical_text_differs_from_current_text,9.2
266,s__266__sentence_en_meaning_fa__1770435184448.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__266__sentence_en_meaning_fa__1770435184448.mp3,2026-02-07T03:33:04.448Z,He used a highlighter to mark the key points.,او از یک هایلایتر برای علامت زدن نکته‌های کلیدی استفاده کرد.,او از یک هایلایتر برای علامت زدن نکته‌های کلیدی استفاده کرد.,او با هایلایتر نکات کلیدی را علامت زد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=266,58.3,1,very_high,historical_text_differs_from_current_text,9.2
252,s__252__sentence_en_meaning_fa__1770435182834.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__252__sentence_en_meaning_fa__1770435182834.mp3,2026-02-07T03:33:02.834Z,He jotted the number on a notepad.,او عدد را روی یک دفتر یادداشت سریع نوشت.,او عدد را روی یک دفتر یادداشت سریع نوشت.,او شماره را روی دفترچه نوشت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=252,58.1,1,very_high,historical_text_differs_from_current_text,9.2
356,s__356__sentence_en_meaning_fa__1770435195097.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__356__sentence_en_meaning_fa__1770435195097.mp3,2026-02-07T03:33:15.097Z,He used a wrench to loosen the bolt.,او از آچار برای شل کردن پیچ استفاده کرد.,او از آچار برای شل کردن پیچ استفاده کرد.,او با آچار پیچ را شل کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=356,58.1,1,very_high,historical_text_differs_from_current_text,9.2
268,s__268__sentence_en_meaning_fa__1770435184666.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__268__sentence_en_meaning_fa__1770435184666.mp3,2026-02-07T03:33:04.666Z,I paid with my card at the register.,من با کارت خود در صندوق پرداخت کردن.,من با کارت خود در صندوق پرداخت کردن.,من در صندوق با کارت پرداخت کردم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=268,57.1,1,very_high,historical_text_differs_from_current_text,9.2
196,s__196__sentence_en_meaning_fa__1770435176076.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__196__sentence_en_meaning_fa__1770435176076.mp3,2026-02-07T03:32:56.076Z,That vehicle is blocking the driveway.,آن وسیلهٔ نقلیه ورودی ماشین‌رو را بسته است.,آن وسیلهٔ نقلیه ورودی ماشین‌رو را بسته است.,آن خودرو جلوی راه ورودی را گرفته است.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.7,http://localhost:3000/words/tables/sentences?ids=196,55.9,1,very_high,historical_text_differs_from_current_text,9.2
215,s__215__sentence_en_meaning_fa__1770435178297.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__215__sentence_en_meaning_fa__1770435178297.mp3,2026-02-07T03:32:58.297Z,He watched a glider drift silently over the field.,او یک گلایدر را بی صدا بر فراز میدان تماشا کرد.,او یک گلایدر را بی صدا بر فراز میدان تماشا کرد.,او دید که گلایدر بی‌صدا روی مزرعه سر خورد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=215,55.6,1,very_high,historical_text_differs_from_current_text,9.2
297,s__297__sentence_en_meaning_fa__1770435188169.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__297__sentence_en_meaning_fa__1770435188169.mp3,2026-02-07T03:33:08.169Z,Her skirt had deep pockets for her phone.,دامنش برای گوشی‌اش جیب‌های عمیق داشت.,دامنش برای گوشی‌اش جیب‌های عمیق داشت.,دامن او جیب‌های عمیقی برای گوشی داشت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=297,55.2,1,very_high,historical_text_differs_from_current_text,9.2
391,s__391__sentence_en_meaning_fa__1770435199110.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__391__sentence_en_meaning_fa__1770435199110.mp3,2026-02-07T03:33:19.110Z,His shaver died halfway through shaving.,ماشین اصلاحش وسط اصلاح از کار افتاد.,ماشین اصلاحش وسط اصلاح از کار افتاد.,ریش تراش او وسط اصلاح خاموش شد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=391,55.2,1,very_high,historical_text_differs_from_current_text,9.2
370,s__370__sentence_en_meaning_fa__1770435196701.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__370__sentence_en_meaning_fa__1770435196701.mp3,2026-02-07T03:33:16.701Z,He loosened the soil with a hand rake.,او خاک را با شن کش دستی شل کرد.,او خاک را با شن کش دستی شل کرد.,او با چنگک خاک را شل کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=370,54.5,1,very_high,historical_text_differs_from_current_text,9.2
202,s__202__sentence_en_meaning_fa__1770435176745.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__202__sentence_en_meaning_fa__1770435176745.mp3,2026-02-07T03:32:56.745Z,I missed the bus by thirty seconds.,من اتوبوس را به اندازهٔ سی ثانیه از دست دادم.,من اتوبوس را به اندازهٔ سی ثانیه از دست دادم.,به اندازه سی ثانیه اتوبوس را از دست دادم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.7,http://localhost:3000/words/tables/sentences?ids=202,54.3,1,very_high,historical_text_differs_from_current_text,9.2
50,s__50__sentence_en_meaning_fa__1770435158422.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__50__sentence_en_meaning_fa__1770435158422.mp3,2026-02-07T03:32:38.422Z,He cleaned the coffee maker after use.,او دستگاه قهوه‌ساز را بعد از استفاده تمیز کردن.,او دستگاه قهوه‌ساز را بعد از استفاده تمیز کردن.,او بعد از استفاده قهوه ساز را تمیز کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,95,http://localhost:3000/words/tables/sentences?ids=50,54.1,1,very_high,historical_text_differs_from_current_text,9.2
372,s__372__sentence_en_meaning_fa__1770435196933.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__372__sentence_en_meaning_fa__1770435196933.mp3,2026-02-07T03:33:16.933Z,He turned on the radio during the drive.,او رادیو را حین رانندگی روشن کرد.,او رادیو را حین رانندگی روشن کرد.,او در طول رانندگی رادیو را روشن کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=372,53.6,1,very_high,historical_text_differs_from_current_text,9.2
81,s__81__sentence_en_meaning_fa__1770435162286.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__81__sentence_en_meaning_fa__1770435162286.mp3,2026-02-07T03:32:42.286Z,He chose a coarse grater for carrots.,او یک رنده درشت برای هویج انتخاب کردن.,او یک رنده درشت برای هویج انتخاب کردن.,او برای هویج یک رنده درشت انتخاب کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=81,53.3,1,very_high,historical_text_differs_from_current_text,9.2
352,s__352__sentence_en_meaning_fa__1770435194625.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__352__sentence_en_meaning_fa__1770435194625.mp3,2026-02-07T03:33:14.625Z,Her phone case cracked when she dropped it.,قاب گوشی‌اش وقتی آن را انداخت ترک برداشت.,قاب گوشی‌اش وقتی آن را انداخت ترک برداشت.,کاور گوشی او وقتی افتاد ترک خورد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=352,53.1,1,very_high,historical_text_differs_from_current_text,9.2
